,Fullname,IsCenter,ID
438,新兴际华集团有限公司,False,438
439,际华三五三六实业有限公司,False,439
440,际华三五一五皮革皮鞋有限公司,False,440
441,新兴际华伊犁农牧科技发展有限公司,False,441
442,察布查尔锡伯自治县新兴养殖专业合作社,False,442
443,新兴际华(兰州)再生资源有限公司,False,443
444,际华三五一七橡胶制品有限公司,False,444
445,新兴际华黄石现代物流有限公司,False,445
446,新兴河北冶金资源有限公司,False,446
447,沧州新兴新材料有限公司,False,447
448,邯郸赵王宾馆有限公司,False,448
449,际华三五零二职业装有限公司,False,449
450,新兴凌云医药化工有限公司,False,450
451,新兴重工(邯郸)物流有限公司,False,451
452,新兴能源装备股份有限公司,False,452
453,芜湖晥新万汇置业有限责任公司,False,453
454,新兴际华(北京)科贸有限责任公司,False,454
455,河南神火集团有限公司,False,455
456,河南神火集团新利达有限公司及其子公司,False,456
457,河南神火建筑安装工程有限公司,False,457
458,湖南中南黄金冶炼有限公司,False,458
459,湖南有色环保研究院有限公司,False,459
460,湖南黄金天岳矿业有限公司,False,460
461,湖南黄金集团有限责任公司,False,461
462,湖南黄金集团资产管理有限公司,False,462
463,龙佰集团股份有限公司,False,463
464,Image Resources NL,False,464
465,KBM Corporation,False,465
466,西安华山钨制品有限公司,False,466
467,"S&S Resources International Co., Limited",False,467
468,中信节能技术(北京)有限公司,False,468
469,中国中信股份有限公司下属其他公司,False,469
470,江苏利电航运有限公司,False,470
471,中信泰富(上海)物业管理有限公司,False,471
472,中信云网有限公司,False,472
473,中企网络通信技术有限公司上海分公司,False,473
474,洛阳中重建筑安装工程有限责任公司,False,474
475,天津钢管制造有限公司,False,475
476,中信重工(洛阳)节能技术工程有限公司,False,476
477,湖北新冶钢有限公司,False,477
478,湖北中航冶钢特种钢材有限公司,False,478
479,江阴兴澄马科托钢球有限公司,False,479
480,中信泰富特钢投资有限公司,False,480
481,靖江新朗新能源有限公司,False,481
482,黄石新兴管业有限公司,False,482
483,国营山西锻造厂,False,483
484,天津钢管钢铁贸易有限公司,False,484
485,中信重工机械股份有限公司,False,485
486,中信金属股份有限公司,False,486
487,中信金属香港有限公司,False,487
488,中信泰富有限公司,False,488
489,青岛钢铁房地产开发有限公司,False,489
490,青岛桑尼新能源有限公司,False,490
491,江阴泰能新能源开发有限公司,False,491
492,上海殷诚信息技术服务有限公司,False,492
493,天津钢管国际经济贸易有限公司,False,493
494,江苏天淮钢管有限公司,False,494
495,中信锦州金属股份有限公司,False,495
496,中信金属宁波能源有限公司,False,496
497,SINO IRON PTY LTD.,False,497
498,中信重工工程技术有限责任公司,False,498
499,黑河市恒基水泥有限责任公司,False,499
500,临沂中联水泥有限公司,False,500
501,北京市贝达通科技有限公司,False,501
502,山东国材工程有限公司,False,502
503,中材高新氮化物陶瓷有限公司,False,503
504,中材人工晶体研究院有限公司,False,504
505,江西中材新材料有限公司,False,505
506,中材江西电瓷电气有限公司,False,506
507,中材人工晶体研究院(山东)有限公司,False,507
508,山东工业陶瓷研究设计院有限公司,False,508
509,龙牌圣戈班(河南)石膏建材有限公司,False,509
510,梦牌新材料(平邑)有限公司,False,510
511,丽江古城西南水泥有限公司,False,511
512,上海张堰南方水泥有限公司,False,512
513,上海宝业混凝土有限公司,False,513
514,三门峡腾跃同力水泥有限公司,False,514
515,曲阜中联混凝土有限公司,False,515
516,青州中联水泥有限公司,False,516
517,濮阳同力水泥有限公司,False,517
518,北新集团坦桑尼亚有限公司,False,518
519,沛县铸本混凝土有限公司,False,519
520,讷河北方水泥有限公司,False,520
521,南京中联水泥有限公司,False,521
522,牡丹江北方水泥有限公司,False,522
523,绵阳市民兴商品混凝土有限公司,False,523
524,陇南祁连山水泥有限公司,False,524
525,龙江北方水泥有限公司,False,525
526,农安北方水泥有限公司,False,526
527,中建材国际贸易有限公司,False,527
528,中材株洲虹波有限公司,False,528
529,中国建材检验认证集团苏州有限公司,False,529
530,德安县南方新材料有限公司,False,530
531,德清南方水泥有限公司,False,531
532,德州中联大坝水泥有限公司,False,532
533,东平中联水泥有限公司,False,533
534,肥西南方水泥有限公司,False,534
535,福建三明南方水泥有限公司,False,535
536,达州利森水泥有限公司,False,536
537,抚州市东乡区南方新材料有限公司,False,537
538,广德新杭南方水泥有限公司,False,538
539,广西金鲤水泥有限公司,False,539
540,广元市高力水泥实业有限公司,False,540
541,桂林南方水泥有限公司,False,541
542,含山南方水泥有限公司,False,542
543,杭州临安南方水泥有限公司,False,543
544,古浪祁连山水泥有限公司,False,544
